OBJECTID,id,Date,Positive_Pct,Postive_Pct_14dayAvg,Threshold_5PCT,Status,Red_Status,Orange_Status,Yellow_Status,Green_Status,Total,Negative,Positive,Date_Str,Positive_Pct_Str,Postive_Pct_14dayAvg_Str,Threshold_5PCT_Str,Date_Updated,today
420,420,2021/06/24 06:00:00+00,4.2,3.2,5,-1,-1,-1,-1,1,6621,6343,278,2021/06/24,4.2,3.2,5,2022/02/28,2022/02/28
421,421,2021/06/25 06:00:00+00,4.33,3.3,5,-1,-1,-1,-1,1,6161,5894,267,2021/06/25,4.33,3.3,5,2022/02/28,2022/02/28
422,422,2021/06/26 06:00:00+00,6.55,3.4,5,-1,-1,-1,1,-1,3540,3308,232,2021/06/26,6.55,3.4,5,2022/02/28,2022/02/28
423,423,2021/06/27 06:00:00+00,5.07,3.4,5,-1,-1,-1,1,-1,3508,3330,178,2021/06/27,5.07,3.4,5,2022/02/28,2022/02/28
424,424,2021/06/28 06:00:00+00,4.45,3.6,5,-1,-1,-1,-1,1,7075,6760,315,2021/06/28,4.45,3.6,5,2022/02/28,2022/02/28
425,425,2021/06/29 06:00:00+00,4.61,3.8,5,-1,-1,-1,-1,1,6380,6086,294,2021/06/29,4.61,3.8,5,2022/02/28,2022/02/28
426,426,2021/06/30 06:00:00+00,5.06,4,5,-1,-1,-1,1,-1,6844,6498,346,2021/06/30,5.06,4,5,2022/02/28,2022/02/28
427,427,2021/07/01 06:00:00+00,5.25,4.2,5,-1,-1,-1,1,-1,6437,6099,338,2021/07/01,5.25,4.2,5,2022/02/28,2022/02/28
428,428,2021/07/02 06:00:00+00,5.26,4.4,5,-1,-1,-1,1,-1,5869,5560,309,2021/07/02,5.26,4.4,5,2022/02/28,2022/02/28
429,429,2021/07/03 06:00:00+00,6.29,4.6,5,-1,-1,-1,1,-1,4053,3798,255,2021/07/03,6.29,4.6,5,2022/02/28,2022/02/28
430,430,2021/07/04 06:00:00+00,5.85,4.6,5,-1,-1,-1,1,-1,1659,1562,97,2021/07/04,5.85,4.6,5,2022/02/28,2022/02/28
431,431,2021/07/05 06:00:00+00,5.9,4.8,5,-1,-1,-1,1,-1,4996,4701,295,2021/07/05,5.9,4.8,5,2022/02/28,2022/02/28
432,432,2021/07/06 06:00:00+00,5.97,5.1,5,-1,-1,-1,1,-1,8369,7869,500,2021/07/06,5.97,5.1,5,2022/02/28,2022/02/28
433,433,2021/07/07 06:00:00+00,6.45,5.3,5,-1,-1,-1,1,-1,7532,7046,486,2021/07/07,6.45,5.3,5,2022/02/28,2022/02/28
434,434,2021/07/08 06:00:00+00,6.58,5.5,5,-1,-1,-1,1,-1,7480,6988,492,2021/07/08,6.58,5.5,5,2022/02/28,2022/02/28
435,435,2021/07/09 06:00:00+00,7.64,5.8,5,-1,-1,-1,1,-1,7275,6719,556,2021/07/09,7.64,5.8,5,2022/02/28,2022/02/28
436,436,2021/07/10 06:00:00+00,10.85,6.1,5,-1,1,-1,-1,-1,4828,4304,524,2021/07/10,10.85,6.1,5,2022/02/28,2022/02/28
437,437,2021/07/11 06:00:00+00,11.66,6.4,5,-1,1,-1,-1,-1,3970,3507,463,2021/07/11,11.66,6.4,5,2022/02/28,2022/02/28
438,438,2021/07/12 06:00:00+00,7.54,6.6,5,-1,-1,-1,1,-1,8440,7804,636,2021/07/12,7.54,6.6,5,2022/02/28,2022/02/28
439,439,2021/07/13 06:00:00+00,10.1,7.1,5,-1,1,-1,-1,-1,7883,7087,796,2021/07/13,10.1,7.1,5,2022/02/28,2022/02/28
440,440,2021/07/14 06:00:00+00,11.06,7.7,5,-1,1,-1,-1,-1,8279,7363,916,2021/07/14,11.06,7.7,5,2022/02/28,2022/02/28
441,441,2021/07/15 06:00:00+00,11.64,8.2,5,-1,1,-1,-1,-1,8549,7554,995,2021/07/15,11.64,8.2,5,2022/02/28,2022/02/28
442,442,2021/07/16 06:00:00+00,12.27,8.8,5,-1,1,-1,-1,-1,8894,7803,1091,2021/07/16,12.27,8.8,5,2022/02/28,2022/02/28
443,443,2021/07/17 06:00:00+00,14.16,9.2,5,-1,1,-1,-1,-1,6221,5340,881,2021/07/17,14.16,9.2,5,2022/02/28,2022/02/28
444,444,2021/07/18 06:00:00+00,16.28,9.7,5,-1,1,-1,-1,-1,5493,4599,894,2021/07/18,16.28,9.7,5,2022/02/28,2022/02/28
445,445,2021/07/19 06:00:00+00,14.02,10.3,5,-1,1,-1,-1,-1,10950,9415,1535,2021/07/19,14.02,10.3,5,2022/02/28,2022/02/28
446,446,2021/07/20 06:00:00+00,14.71,11.1,5,-1,1,-1,-1,-1,11022,9401,1621,2021/07/20,14.71,11.1,5,2022/02/28,2022/02/28
447,447,2021/07/21 06:00:00+00,15.5,11.9,5,-1,1,-1,-1,-1,11825,9992,1833,2021/07/21,15.5,11.9,5,2022/02/28,2022/02/28
448,448,2021/07/22 06:00:00+00,16.08,12.7,5,-1,1,-1,-1,-1,12878,10807,2071,2021/07/22,16.08,12.7,5,2022/02/28,2022/02/28
449,449,2021/07/23 06:00:00+00,16.21,13.4,5,-1,1,-1,-1,-1,13291,11136,2155,2021/07/23,16.21,13.4,5,2022/02/28,2022/02/28
450,450,2021/07/24 06:00:00+00,19.27,13.9,5,-1,1,-1,-1,-1,8357,6747,1610,2021/07/24,19.27,13.9,5,2022/02/28,2022/02/28
451,451,2021/07/25 06:00:00+00,20.18,14.3,5,-1,1,-1,-1,-1,7707,6152,1555,2021/07/25,20.18,14.3,5,2022/02/28,2022/02/28
452,452,2021/07/26 06:00:00+00,17.1,15.1,5,-1,1,-1,-1,-1,16056,13311,2745,2021/07/26,17.1,15.1,5,2022/02/28,2022/02/28
453,453,2021/07/27 06:00:00+00,17.87,15.7,5,-1,1,-1,-1,-1,16754,13760,2994,2021/07/27,17.87,15.7,5,2022/02/28,2022/02/28
454,454,2021/07/28 06:00:00+00,18.14,16.2,5,-1,1,-1,-1,-1,16609,13596,3013,2021/07/28,18.14,16.2,5,2022/02/28,2022/02/28
455,455,2021/07/29 06:00:00+00,18.66,16.7,5,-1,1,-1,-1,-1,17268,14045,3223,2021/07/29,18.66,16.7,5,2022/02/28,2022/02/28
456,456,2021/07/30 06:00:00+00,18.62,17.1,5,-1,1,-1,-1,-1,17337,14109,3228,2021/07/30,18.62,17.1,5,2022/02/28,2022/02/28
457,457,2021/07/31 06:00:00+00,22.8,17.6,5,-1,1,-1,-1,-1,11110,8577,2533,2021/07/31,22.8,17.6,5,2022/02/28,2022/02/28
458,458,2021/08/01 06:00:00+00,23,17.9,5,-1,1,-1,-1,-1,9779,7530,2249,2021/08/01,23,17.9,5,2022/02/28,2022/02/28
459,459,2021/08/02 06:00:00+00,19.24,18.3,5,-1,1,-1,-1,-1,20346,16431,3915,2021/08/02,19.24,18.3,5,2022/02/28,2022/02/28
460,460,2021/08/03 06:00:00+00,19.82,18.6,5,-1,1,-1,-1,-1,19779,15859,3920,2021/08/03,19.82,18.6,5,2022/02/28,2022/02/28
461,461,2021/08/04 06:00:00+00,19.41,18.9,5,-1,1,-1,-1,-1,19620,15812,3808,2021/08/04,19.41,18.9,5,2022/02/28,2022/02/28
462,462,2021/08/05 06:00:00+00,18.8,19,5,-1,1,-1,-1,-1,20200,16402,3798,2021/08/05,18.8,19,5,2022/02/28,2022/02/28
463,463,2021/08/06 06:00:00+00,19.37,19.2,5,-1,1,-1,-1,-1,20382,16433,3949,2021/08/06,19.37,19.2,5,2022/02/28,2022/02/28
464,464,2021/08/07 06:00:00+00,22.96,19.4,5,-1,1,-1,-1,-1,12876,9920,2956,2021/08/07,22.96,19.4,5,2022/02/28,2022/02/28
465,465,2021/08/08 06:00:00+00,24.12,19.6,5,-1,1,-1,-1,-1,9518,7222,2296,2021/08/08,24.12,19.6,5,2022/02/28,2022/02/28
466,466,2021/08/09 06:00:00+00,19.08,19.7,5,-1,1,-1,-1,-1,22547,18244,4303,2021/08/09,19.08,19.7,5,2022/02/28,2022/02/28
467,467,2021/08/10 06:00:00+00,19.6,19.8,5,-1,1,-1,-1,-1,21543,17320,4223,2021/08/10,19.6,19.8,5,2022/02/28,2022/02/28
468,468,2021/08/11 06:00:00+00,19.59,19.9,5,-1,1,-1,-1,-1,20896,16802,4094,2021/08/11,19.59,19.9,5,2022/02/28,2022/02/28
469,469,2021/08/12 06:00:00+00,19.21,20,5,-1,1,-1,-1,-1,22370,18073,4297,2021/08/12,19.21,20,5,2022/02/28,2022/02/28
470,470,2021/08/13 06:00:00+00,19.35,20,5,-1,1,-1,-1,-1,21860,17629,4231,2021/08/13,19.35,20,5,2022/02/28,2022/02/28
471,471,2021/08/14 06:00:00+00,24.83,20.1,5,-1,1,-1,-1,-1,12739,9576,3163,2021/08/14,24.83,20.1,5,2022/02/28,2022/02/28
472,472,2021/08/15 06:00:00+00,25.02,20.2,5,-1,1,-1,-1,-1,9578,7182,2396,2021/08/15,25.02,20.2,5,2022/02/28,2022/02/28
473,473,2021/08/16 06:00:00+00,20.11,20.3,5,-1,1,-1,-1,-1,22970,18351,4619,2021/08/16,20.11,20.3,5,2022/02/28,2022/02/28
474,474,2021/08/17 06:00:00+00,19.1,20.2,5,-1,1,-1,-1,-1,23338,18881,4457,2021/08/17,19.1,20.2,5,2022/02/28,2022/02/28
475,475,2021/08/18 06:00:00+00,18.12,20.1,5,-1,1,-1,-1,-1,22650,18545,4105,2021/08/18,18.12,20.1,5,2022/02/28,2022/02/28
476,476,2021/08/19 06:00:00+00,17.91,20,5,-1,1,-1,-1,-1,25072,20582,4490,2021/08/19,17.91,20,5,2022/02/28,2022/02/28
477,477,2021/08/20 06:00:00+00,17.55,19.8,5,-1,1,-1,-1,-1,24597,20279,4318,2021/08/20,17.55,19.8,5,2022/02/28,2022/02/28
478,478,2021/08/21 06:00:00+00,20.74,19.7,5,-1,1,-1,-1,-1,14986,11878,3108,2021/08/21,20.74,19.7,5,2022/02/28,2022/02/28
479,479,2021/08/22 06:00:00+00,23.93,19.7,5,-1,1,-1,-1,-1,10326,7855,2471,2021/08/22,23.93,19.7,5,2022/02/28,2022/02/28
480,480,2021/08/23 06:00:00+00,17.02,19.5,5,-1,1,-1,-1,-1,26620,22089,4531,2021/08/23,17.02,19.5,5,2022/02/28,2022/02/28
481,481,2021/08/24 06:00:00+00,16.66,19.2,5,-1,1,-1,-1,-1,25552,21296,4256,2021/08/24,16.66,19.2,5,2022/02/28,2022/02/28
482,482,2021/08/25 06:00:00+00,16.48,19,5,-1,1,-1,-1,-1,26021,21732,4289,2021/08/25,16.48,19,5,2022/02/28,2022/02/28
483,483,2021/08/26 06:00:00+00,15.45,18.6,5,-1,1,-1,-1,-1,26195,22148,4047,2021/08/26,15.45,18.6,5,2022/02/28,2022/02/28
484,484,2021/08/27 06:00:00+00,16.27,18.4,5,-1,1,-1,-1,-1,26313,22031,4282,2021/08/27,16.27,18.4,5,2022/02/28,2022/02/28
485,485,2021/08/28 06:00:00+00,18.34,18.1,5,-1,1,-1,-1,-1,15329,12517,2812,2021/08/28,18.34,18.1,5,2022/02/28,2022/02/28
486,486,2021/08/29 06:00:00+00,18.76,17.9,5,-1,1,-1,-1,-1,8985,7299,1686,2021/08/29,18.76,17.9,5,2022/02/28,2022/02/28
487,487,2021/08/30 06:00:00+00,14.55,17.4,5,-1,1,-1,-1,-1,26074,22281,3793,2021/08/30,14.55,17.4,5,2022/02/28,2022/02/28
488,488,2021/08/31 06:00:00+00,14.41,17,5,-1,1,-1,-1,-1,27400,23451,3949,2021/08/31,14.41,17,5,2022/02/28,2022/02/28
489,489,2021/09/01 06:00:00+00,14.12,16.7,5,-1,1,-1,-1,-1,26761,22982,3779,2021/09/01,14.12,16.7,5,2022/02/28,2022/02/28
490,490,2021/09/02 06:00:00+00,13.34,16.3,5,-1,1,-1,-1,-1,26944,23351,3593,2021/09/02,13.34,16.3,5,2022/02/28,2022/02/28
491,491,2021/09/03 06:00:00+00,14.23,16,5,-1,1,-1,-1,-1,25888,22204,3684,2021/09/03,14.23,16,5,2022/02/28,2022/02/28
492,492,2021/09/04 06:00:00+00,16.72,15.9,5,-1,1,-1,-1,-1,16688,13898,2790,2021/09/04,16.72,15.9,5,2022/02/28,2022/02/28
493,493,2021/09/05 06:00:00+00,18.69,15.7,5,-1,1,-1,-1,-1,10425,8477,1948,2021/09/05,18.69,15.7,5,2022/02/28,2022/02/28
494,494,2021/09/06 06:00:00+00,11.64,15.4,5,-1,1,-1,-1,-1,10019,8853,1166,2021/09/06,11.64,15.4,5,2022/02/28,2022/02/28
495,495,2021/09/07 06:00:00+00,14.58,15.2,5,-1,1,-1,-1,-1,32328,27616,4712,2021/09/07,14.58,15.2,5,2022/02/28,2022/02/28
496,496,2021/09/08 06:00:00+00,13.33,14.9,5,-1,1,-1,-1,-1,29750,25783,3967,2021/09/08,13.33,14.9,5,2022/02/28,2022/02/28
497,497,2021/09/09 06:00:00+00,12.68,14.7,5,-1,1,-1,-1,-1,29269,25559,3710,2021/09/09,12.68,14.7,5,2022/02/28,2022/02/28
498,498,2021/09/10 06:00:00+00,13.26,14.4,5,-1,1,-1,-1,-1,27020,23436,3584,2021/09/10,13.26,14.4,5,2022/02/28,2022/02/28
499,499,2021/09/11 06:00:00+00,15.45,14.3,5,-1,1,-1,-1,-1,15038,12715,2323,2021/09/11,15.45,14.3,5,2022/02/28,2022/02/28
500,500,2021/09/12 06:00:00+00,17.21,14.3,5,-1,1,-1,-1,-1,10319,8543,1776,2021/09/12,17.21,14.3,5,2022/02/28,2022/02/28
501,501,2021/09/13 06:00:00+00,12.26,14.1,5,-1,1,-1,-1,-1,19723,17305,2418,2021/09/13,12.26,14.1,5,2022/02/28,2022/02/28
502,502,2021/09/14 06:00:00+00,13.8,14.1,5,-1,1,-1,-1,-1,10992,9475,1517,2021/09/14,13.8,14.1,5,2022/02/28,2022/02/28
503,503,2021/09/15 06:00:00+00,13.97,14.1,5,-1,1,-1,-1,-1,24709,21257,3452,2021/09/15,13.97,14.1,5,2022/02/28,2022/02/28
504,504,2021/09/16 06:00:00+00,13.01,14,5,-1,1,-1,-1,-1,24798,21571,3227,2021/09/16,13.01,14,5,2022/02/28,2022/02/28
505,505,2021/09/17 06:00:00+00,12.17,13.9,5,-1,1,-1,-1,-1,22136,19441,2695,2021/09/17,12.17,13.9,5,2022/02/28,2022/02/28
506,506,2021/09/18 06:00:00+00,16.02,13.8,5,-1,1,-1,-1,-1,11668,9799,1869,2021/09/18,16.02,13.8,5,2022/02/28,2022/02/28
507,507,2021/09/19 06:00:00+00,17.61,13.7,5,-1,1,-1,-1,-1,8175,6735,1440,2021/09/19,17.61,13.7,5,2022/02/28,2022/02/28
508,508,2021/09/20 06:00:00+00,10.83,13.6,5,-1,1,-1,-1,-1,23141,20634,2507,2021/09/20,10.83,13.6,5,2022/02/28,2022/02/28
509,509,2021/09/21 06:00:00+00,10.6,13.2,5,-1,1,-1,-1,-1,20728,18531,2197,2021/09/21,10.6,13.2,5,2022/02/28,2022/02/28
510,510,2021/09/22 06:00:00+00,11.07,13.1,5,-1,1,-1,-1,-1,19058,16948,2110,2021/09/22,11.07,13.1,5,2022/02/28,2022/02/28
511,511,2021/09/23 06:00:00+00,9.78,12.8,5,-1,-1,1,-1,-1,19538,17627,1911,2021/09/23,9.78,12.8,5,2022/02/28,2022/02/28
512,512,2021/09/24 06:00:00+00,10.95,12.7,5,-1,1,-1,-1,-1,17555,15632,1923,2021/09/24,10.95,12.7,5,2022/02/28,2022/02/28
513,513,2021/09/25 06:00:00+00,13.57,12.5,5,-1,1,-1,-1,-1,9492,8204,1288,2021/09/25,13.57,12.5,5,2022/02/28,2022/02/28
514,514,2021/09/26 06:00:00+00,14.74,12.4,5,-1,1,-1,-1,-1,7390,6301,1089,2021/09/26,14.74,12.4,5,2022/02/28,2022/02/28
515,515,2021/09/27 06:00:00+00,9.5,12.2,5,-1,-1,1,-1,-1,20227,18306,1921,2021/09/27,9.5,12.2,5,2022/02/28,2022/02/28
516,516,2021/09/28 06:00:00+00,8.56,11.8,5,-1,-1,1,-1,-1,17747,16228,1519,2021/09/28,8.56,11.8,5,2022/02/28,2022/02/28
517,517,2021/09/29 06:00:00+00,8.13,11.3,5,-1,-1,1,-1,-1,17835,16385,1450,2021/09/29,8.13,11.3,5,2022/02/28,2022/02/28
518,518,2021/09/30 06:00:00+00,7.69,10.9,5,-1,-1,-1,1,-1,17667,16308,1359,2021/09/30,7.69,10.9,5,2022/02/28,2022/02/28
519,519,2021/10/01 06:00:00+00,8.23,10.6,5,-1,-1,1,-1,-1,15251,13996,1255,2021/10/01,8.23,10.6,5,2022/02/28,2022/02/28
520,520,2021/10/02 06:00:00+00,11.41,10.3,5,-1,1,-1,-1,-1,8393,7435,958,2021/10/02,11.41,10.3,5,2022/02/28,2022/02/28
521,521,2021/10/03 06:00:00+00,12.98,10.1,5,-1,1,-1,-1,-1,6447,5610,837,2021/10/03,12.98,10.1,5,2022/02/28,2022/02/28
522,522,2021/10/04 06:00:00+00,7.94,9.9,5,-1,-1,-1,1,-1,17453,16067,1386,2021/10/04,7.94,9.9,5,2022/02/28,2022/02/28
523,523,2021/10/05 06:00:00+00,7.6,9.6,5,-1,-1,-1,1,-1,16713,15442,1271,2021/10/05,7.6,9.6,5,2022/02/28,2022/02/28
524,524,2021/10/06 06:00:00+00,7.32,9.3,5,-1,-1,-1,1,-1,15880,14718,1162,2021/10/06,7.32,9.3,5,2022/02/28,2022/02/28
525,525,2021/10/07 06:00:00+00,6.62,9,5,-1,-1,-1,1,-1,16640,15539,1101,2021/10/07,6.62,9,5,2022/02/28,2022/02/28
526,526,2021/10/08 06:00:00+00,7.03,8.7,5,-1,-1,-1,1,-1,15008,13953,1055,2021/10/08,7.03,8.7,5,2022/02/28,2022/02/28
527,527,2021/10/09 06:00:00+00,11.14,8.6,5,-1,1,-1,-1,-1,7627,6777,850,2021/10/09,11.14,8.6,5,2022/02/28,2022/02/28
528,528,2021/10/10 06:00:00+00,10.66,8.4,5,-1,1,-1,-1,-1,6170,5512,658,2021/10/10,10.66,8.4,5,2022/02/28,2022/02/28
529,529,2021/10/11 06:00:00+00,7.14,8.2,5,-1,-1,-1,1,-1,15712,14590,1122,2021/10/11,7.14,8.2,5,2022/02/28,2022/02/28
530,530,2021/10/12 06:00:00+00,6.21,8,5,-1,-1,-1,1,-1,15743,14765,978,2021/10/12,6.21,8,5,2022/02/28,2022/02/28
531,531,2021/10/13 06:00:00+00,6,7.8,5,-1,-1,-1,1,-1,15679,14739,940,2021/10/13,6,7.8,5,2022/02/28,2022/02/28
532,532,2021/10/14 06:00:00+00,6.5,7.7,5,-1,-1,-1,1,-1,15041,14064,977,2021/10/14,6.5,7.7,5,2022/02/28,2022/02/28
533,533,2021/10/15 06:00:00+00,6.36,7.6,5,-1,-1,-1,1,-1,14015,13123,892,2021/10/15,6.36,7.6,5,2022/02/28,2022/02/28
534,534,2021/10/16 06:00:00+00,8.27,7.5,5,-1,-1,1,-1,-1,7184,6590,594,2021/10/16,8.27,7.5,5,2022/02/28,2022/02/28
535,535,2021/10/17 06:00:00+00,9.55,7.3,5,-1,-1,1,-1,-1,5403,4887,516,2021/10/17,9.55,7.3,5,2022/02/28,2022/02/28
536,536,2021/10/18 06:00:00+00,5.74,7.1,5,-1,-1,-1,1,-1,15549,14656,893,2021/10/18,5.74,7.1,5,2022/02/28,2022/02/28
537,537,2021/10/19 06:00:00+00,5.43,6.9,5,-1,-1,-1,1,-1,15367,14533,834,2021/10/19,5.43,6.9,5,2022/02/28,2022/02/28
538,538,2021/10/20 06:00:00+00,5.15,6.8,5,-1,-1,-1,1,-1,14923,14154,769,2021/10/20,5.15,6.8,5,2022/02/28,2022/02/28
539,539,2021/10/21 06:00:00+00,5.48,6.7,5,-1,-1,-1,1,-1,13679,12929,750,2021/10/21,5.48,6.7,5,2022/02/28,2022/02/28
540,540,2021/10/22 06:00:00+00,5.34,6.5,5,-1,-1,-1,1,-1,13431,12714,717,2021/10/22,5.34,6.5,5,2022/02/28,2022/02/28
541,541,2021/10/23 06:00:00+00,7.7,6.4,5,-1,-1,-1,1,-1,6698,6182,516,2021/10/23,7.7,6.4,5,2022/02/28,2022/02/28
542,542,2021/10/24 06:00:00+00,7.8,6.3,5,-1,-1,-1,1,-1,5333,4917,416,2021/10/24,7.8,6.3,5,2022/02/28,2022/02/28
543,543,2021/10/25 06:00:00+00,5.21,6.1,5,-1,-1,-1,1,-1,13900,13176,724,2021/10/25,5.21,6.1,5,2022/02/28,2022/02/28
544,544,2021/10/26 06:00:00+00,4.23,5.9,5,-1,-1,-1,-1,1,14659,14039,620,2021/10/26,4.23,5.9,5,2022/02/28,2022/02/28
545,545,2021/10/27 06:00:00+00,5.02,5.9,5,-1,-1,-1,1,-1,11850,11255,595,2021/10/27,5.02,5.9,5,2022/02/28,2022/02/28
546,546,2021/10/28 06:00:00+00,4.78,5.7,5,-1,-1,-1,-1,1,13563,12915,648,2021/10/28,4.78,5.7,5,2022/02/28,2022/02/28
547,547,2021/10/29 06:00:00+00,5.22,5.6,5,-1,-1,-1,1,-1,11702,11091,611,2021/10/29,5.22,5.6,5,2022/02/28,2022/02/28
548,548,2021/10/30 06:00:00+00,6.84,5.6,5,-1,-1,-1,1,-1,6375,5939,436,2021/10/30,6.84,5.6,5,2022/02/28,2022/02/28
549,549,2021/10/31 06:00:00+00,6.22,5.5,5,-1,-1,-1,1,-1,4903,4598,305,2021/10/31,6.22,5.5,5,2022/02/28,2022/02/28
550,550,2021/11/01 06:00:00+00,4.16,5.3,5,-1,-1,-1,-1,1,14346,13749,597,2021/11/01,4.16,5.3,5,2022/02/28,2022/02/28
551,551,2021/11/02 06:00:00+00,4.11,5.2,5,-1,-1,-1,-1,1,14412,13820,592,2021/11/02,4.11,5.2,5,2022/02/28,2022/02/28
552,552,2021/11/03 06:00:00+00,3.84,5.1,5,-1,-1,-1,-1,1,13618,13095,523,2021/11/03,3.84,5.1,5,2022/02/28,2022/02/28
553,553,2021/11/04 06:00:00+00,4.09,5,5,-1,-1,-1,-1,1,13366,12819,547,2021/11/04,4.09,5,5,2022/02/28,2022/02/28
554,554,2021/11/05 06:00:00+00,4.28,4.9,5,-1,-1,-1,-1,1,13012,12455,557,2021/11/05,4.28,4.9,5,2022/02/28,2022/02/28
555,555,2021/11/06 06:00:00+00,7.47,4.9,5,-1,-1,-1,1,-1,6720,6218,502,2021/11/06,7.47,4.9,5,2022/02/28,2022/02/28
556,556,2021/11/07 06:00:00+00,7.17,4.8,5,-1,-1,-1,1,-1,5553,5155,398,2021/11/07,7.17,4.8,5,2022/02/28,2022/02/28
557,557,2021/11/08 06:00:00+00,4.22,4.8,5,-1,-1,-1,-1,1,14043,13451,592,2021/11/08,4.22,4.8,5,2022/02/28,2022/02/28
558,558,2021/11/09 06:00:00+00,4.19,4.8,5,-1,-1,-1,-1,1,14639,14026,613,2021/11/09,4.19,4.8,5,2022/02/28,2022/02/28
559,559,2021/11/10 06:00:00+00,4.2,4.7,5,-1,-1,-1,-1,1,14042,13452,590,2021/11/10,4.2,4.7,5,2022/02/28,2022/02/28
560,560,2021/11/11 06:00:00+00,4.77,4.7,5,-1,-1,-1,-1,1,12539,11941,598,2021/11/11,4.77,4.7,5,2022/02/28,2022/02/28
561,561,2021/11/12 06:00:00+00,4.04,4.6,5,-1,-1,-1,-1,1,12916,12394,522,2021/11/12,4.04,4.6,5,2022/02/28,2022/02/28
562,562,2021/11/13 06:00:00+00,5.52,4.5,5,-1,-1,-1,1,-1,7723,7297,426,2021/11/13,5.52,4.5,5,2022/02/28,2022/02/28
563,563,2021/11/14 06:00:00+00,6.63,4.6,5,-1,-1,-1,1,-1,5628,5255,373,2021/11/14,6.63,4.6,5,2022/02/28,2022/02/28
564,564,2021/11/15 06:00:00+00,4.27,4.6,5,-1,-1,-1,-1,1,13666,13082,584,2021/11/15,4.27,4.6,5,2022/02/28,2022/02/28
565,565,2021/11/16 06:00:00+00,3.65,4.5,5,-1,-1,-1,-1,1,14426,13899,527,2021/11/16,3.65,4.5,5,2022/02/28,2022/02/28
566,566,2021/11/17 06:00:00+00,3.45,4.5,5,-1,-1,-1,-1,1,15378,14848,530,2021/11/17,3.45,4.5,5,2022/02/28,2022/02/28
567,567,2021/11/18 06:00:00+00,4.02,4.5,5,-1,-1,-1,-1,1,15069,14463,606,2021/11/18,4.02,4.5,5,2022/02/28,2022/02/28
568,568,2021/11/19 06:00:00+00,4.2,4.5,5,-1,-1,-1,-1,1,12605,12076,529,2021/11/19,4.2,4.5,5,2022/02/28,2022/02/28
569,569,2021/11/20 06:00:00+00,4.73,4.4,5,-1,-1,-1,-1,1,8368,7972,396,2021/11/20,4.73,4.4,5,2022/02/28,2022/02/28
570,570,2021/11/21 06:00:00+00,5.84,4.3,5,-1,-1,-1,1,-1,5887,5543,344,2021/11/21,5.84,4.3,5,2022/02/28,2022/02/28
571,571,2021/11/22 06:00:00+00,3.97,4.3,5,-1,-1,-1,-1,1,13481,12946,535,2021/11/22,3.97,4.3,5,2022/02/28,2022/02/28
572,572,2021/11/23 06:00:00+00,3.86,4.3,5,-1,-1,-1,-1,1,13251,12739,512,2021/11/23,3.86,4.3,5,2022/02/28,2022/02/28
573,573,2021/11/24 06:00:00+00,4.67,4.3,5,-1,-1,-1,-1,1,11991,11431,560,2021/11/24,4.67,4.3,5,2022/02/28,2022/02/28
574,574,2021/11/25 06:00:00+00,4.79,4.3,5,-1,-1,-1,-1,1,2024,1927,97,2021/11/25,4.79,4.3,5,2022/02/28,2022/02/28
575,575,2021/11/26 06:00:00+00,5.6,4.4,5,-1,-1,-1,1,-1,8755,8265,490,2021/11/26,5.6,4.4,5,2022/02/28,2022/02/28
576,576,2021/11/27 06:00:00+00,5.96,4.4,5,-1,-1,-1,1,-1,6828,6421,407,2021/11/27,5.96,4.4,5,2022/02/28,2022/02/28
577,577,2021/11/28 06:00:00+00,6.01,4.4,5,-1,-1,-1,1,-1,6526,6134,392,2021/11/28,6.01,4.4,5,2022/02/28,2022/02/28
578,578,2021/11/29 06:00:00+00,4.1,4.4,5,-1,-1,-1,-1,1,15988,15332,656,2021/11/29,4.1,4.4,5,2022/02/28,2022/02/28
579,579,2021/11/30 06:00:00+00,4.04,4.4,5,-1,-1,-1,-1,1,15841,15201,640,2021/11/30,4.04,4.4,5,2022/02/28,2022/02/28
580,580,2021/12/01 06:00:00+00,4.13,4.5,5,-1,-1,-1,-1,1,14059,13479,580,2021/12/01,4.13,4.5,5,2022/02/28,2022/02/28
581,581,2021/12/02 06:00:00+00,4.32,4.5,5,-1,-1,-1,-1,1,13828,13230,598,2021/12/02,4.32,4.5,5,2022/02/28,2022/02/28
582,582,2021/12/03 06:00:00+00,4.33,4.5,5,-1,-1,-1,-1,1,13190,12619,571,2021/12/03,4.33,4.5,5,2022/02/28,2022/02/28
583,583,2021/12/04 06:00:00+00,6.35,4.6,5,-1,-1,-1,1,-1,7837,7339,498,2021/12/04,6.35,4.6,5,2022/02/28,2022/02/28
584,584,2021/12/05 06:00:00+00,6.35,4.6,5,-1,-1,-1,1,-1,6759,6330,429,2021/12/05,6.35,4.6,5,2022/02/28,2022/02/28
585,585,2021/12/06 06:00:00+00,4.92,4.7,5,-1,-1,-1,-1,1,14238,13538,700,2021/12/06,4.92,4.7,5,2022/02/28,2022/02/28
586,586,2021/12/07 06:00:00+00,5.4,4.9,5,-1,-1,-1,1,-1,15221,14399,822,2021/12/07,5.4,4.9,5,2022/02/28,2022/02/28
587,587,2021/12/08 06:00:00+00,5.65,5,5,-1,-1,-1,1,-1,16026,15121,905,2021/12/08,5.65,5,5,2022/02/28,2022/02/28
